date,center,resource_code,resource_name,stock_qty,sales_qty,stock_available,pending_FC,stock_expected,stock_processing,stock_readytoship,snap_time,selling_speed,coverage_days
2025-10-14,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,987",,3987,,,,0,2025-10-14 22:58:20,1.8,2215.04
2025-10-15,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,987",,3987,,,,0,2025-10-15 23:08:23,1.87,2135.93
2025-10-16,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,988",,3988,,,,0,2025-10-16 22:56:33,1.87,2136.47
2025-10-17,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,987",,3987,,,,0,2025-10-17 22:44:23,1.73,2300.15
2025-10-18,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,987",,3987,,,,0,2025-10-18 23:01:48,1.67,2392.25
2025-10-19,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,987",,3987,,,,0,2025-10-19 23:31:56,1.67,2392.25
2025-10-20,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,987",,3987,,,,0,2025-10-20 23:31:38,1.67,2392.25
2025-10-21,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,987",,3987,,,,0,2025-10-21 22:58:51,1.67,2392.25
2025-10-22,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,987",,3987,,,,0,2025-10-22 23:53:03,0.83,4784.4
2025-10-23,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,987",,3987,,,,0,2025-10-23 22:52:17,1.6,2491.88
2025-10-24,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,987",,3987,,,,0,2025-10-24 22:39:14,1.6,2491.88
2025-10-25,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,937",,3937,,,,0,2025-10-25 22:57:47,1.6,2460.62
2025-10-26,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,937",,3937,,,,0,2025-10-26 23:10:24,3.27,1205.19
2025-10-27,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,937",,3937,,,,0,2025-10-27 23:21:35,4.93,798.04
2025-10-28,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,936",,3936,,,,0,2025-10-28 23:28:00,4.93,797.83
2025-10-29,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,935",,3935,,,,0,2025-10-29 23:21:44,4.97,792.28
2025-10-30,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,935",,3935,,,,0,2025-10-30 23:25:48,5,787.01
2025-10-31,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,935",,3935,,,,0,2025-10-31 23:59:54,5.13,766.55
2025-11-01,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,935",,3935,,,,0,2025-11-01 23:56:20,5,787.01
2025-11-03,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,934",,3934,,,,0,2025-11-03 0:52:05,4.67,843.01
2025-11-03,SBSSG,BA00038,콜라겐 하이드로겔 마스크[1EA|30g/글로우업],"3,933",,3933,,,,0,2025-11-03 23:50:06,4.7,836.8
2025-09-23,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],790,,790,,,,0,2025-09-23 22:55:30,60.67,13.02
2025-09-24,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],786,,786,,,,0,2025-09-24 23:23,60.93,12.9
2025-09-25,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],752,,752,,,,0,2025-09-25 23:20,58.83,12.78
2025-09-26,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],717,,717,,,,0,2025-09-26 22:39,58.23,12.31
2025-09-27,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],699,,699,,,,0,2025-09-27 22:32,58.47,11.96
2025-09-28,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],662,,662,,,,0,2025-09-28 22:31,56.4,11.74
2025-09-29,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],624,,624,,,,0,2025-09-29 22:53,57.83,10.79
2025-09-30,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],600,,600,,,,0,2025-09-30 23:02,60.7,9.88
2025-10-01,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],591,,591,,,,0,2025-10-01 22:32,61.77,9.57
2025-10-02,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],582,,582,,,,0,2025-10-02 23:38,60.83,9.57
2025-10-03,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],581,,581,,,,0,2025-10-03 22:31,59.07,9.84
2025-10-04,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],578,,578,,,,0,2025-10-04 23:40,55.2,10.47
2025-10-05,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],576,,576,,,,0,2025-10-05 23:10,51.37,11.21
2025-10-06,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],575,,575,,,,0,2025-10-06 23:37,49.47,11.62
2025-10-07,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],575,,575,,,,0,2025-10-07 23:37,48.13,11.95
2025-10-08,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],575,,575,,,,0,2025-10-08 22:47,45.2,12.72
2025-10-09,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],574,,574,,,,0,2025-10-09 22:46,38.33,14.97
2025-10-10,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],547,,547,,,,0,2025-10-10 23:35,26.07,20.98
2025-10-11,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],522,,522,,,,0,2025-10-11 22:43,24.87,20.99
2025-10-12,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],503,,503,,,,0,2025-10-12 23:36,24.63,20.42
2025-10-13,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],499,,499,,,,0,2025-10-13 22:58,24.03,20.76
2025-10-14,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],496,,496,,,,0,2025-10-14 22:58:20,23.37,21.23
2025-10-15,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],493,,493,,,,0,2025-10-15 23:08:23,22.03,22.38
2025-10-16,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],491,,491,,,,0,2025-10-16 22:56:33,21.83,22.49
2025-10-17,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],491,,491,,,,0,2025-10-17 22:44:23,21.53,22.8
2025-10-18,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],490,,490,,,,0,2025-10-18 23:01:48,21.2,23.11
2025-10-19,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],486,,486,,,,0,2025-10-19 23:31:56,21,23.14
2025-10-20,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],486,,486,,,,0,2025-10-20 23:31:38,20.87,23.29
2025-10-21,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],487,,487,,,,0,2025-10-21 22:58:51,20.8,23.41
2025-10-22,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],486,,486,,,,0,2025-10-22 23:53:03,10.2,47.65
2025-10-23,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],486,,486,,,,0,2025-10-23 22:52:17,20.4,23.82
2025-10-24,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],486,,486,,,,0,2025-10-24 22:39:14,20.33,23.9
2025-10-25,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],482,,482,,,,0,2025-10-25 22:57:47,19.33,24.93
2025-10-26,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],480,,480,,,,0,2025-10-26 23:10:24,18.13,26.47
2025-10-27,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],478,,478,,,,0,2025-10-27 23:21:35,15.4,31.04
2025-10-28,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],478,,478,,,,0,2025-10-28 23:28:00,14.3,33.43
2025-10-29,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],477,,477,,,,0,2025-10-29 23:21:44,11.5,41.48
2025-10-30,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],476,,476,,,,0,2025-10-30 23:25:48,10.33,46.06
2025-10-31,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],476,,476,,,,0,2025-10-31 23:59:54,8.13,58.52
2025-11-01,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],475,,475,,,,0,2025-11-01 23:56:20,7.8,60.9
2025-11-03,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],473,,473,,,,0,2025-11-03 0:52:05,7.1,66.62
2025-11-03,SBSSG,BA00031,콜라겐 하이드로겔 마스크[4EA|30g/글로우업],475,,475,,,,0,2025-11-03 23:50:06,7.03,67.54
2025-09-23,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],129,,129,,,,960,2025-09-23 22:55:30,8.57,127.12
2025-09-24,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,088",,1088,,,,0,2025-09-24 23:23:40,8.37,130.04
2025-09-25,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,087",,1087,,,,0,2025-09-25 23:20:39,7.53,144.29
2025-09-26,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,084",,1084,,,,0,2025-09-26 22:39:33,6.83,158.63
2025-09-27,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,079",,1079,,,,0,2025-09-27 22:32,6.7,161.04
2025-09-28,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,079",,1079,,,,0,2025-09-28 22:31,6.23,173.1
2025-09-29,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,077",,1077,,,,0,2025-09-29 22:53,5.97,180.5
2025-09-30,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,075",,1075,,,,0,2025-09-30 23:02,6.03,178.18
2025-10-01,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,069",,1069,,,,0,2025-10-01 22:32,6.07,176.21
2025-10-02,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,068",,1068,,,,0,2025-10-02 23:38,6.37,167.75
2025-10-03,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,067",,1067,,,,0,2025-10-03 22:31,6.3,169.36
2025-10-04,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,066",,1066,,,,0,2025-10-04 23:40,5.6,190.36
2025-10-05,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,065",,1065,,,,0,2025-10-05 23:10,5,213
2025-10-06,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,064",,1064,,,,0,2025-10-06 23:37,4.77,223.22
2025-10-07,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,063",,1063,,,,0,2025-10-07 23:37,4.73,224.58
2025-10-08,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,063",,1063,,,,0,2025-10-08 22:47,4.67,227.79
2025-10-09,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,063",,1063,,,,0,2025-10-09 22:46,4.2,253.1
2025-10-10,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,053",,1053,,,,0,2025-10-10 23:35,3.1,339.68
2025-10-11,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,049",,1049,,,,0,2025-10-11 22:43,3.43,305.53
2025-10-12,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,041",,1041,,,,0,2025-10-12 23:36,3.47,300.29
2025-10-13,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,037",,1037,,,,0,2025-10-13 22:58,3.7,280.27
2025-10-14,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,035",,1035,,,,0,2025-10-14 22:58,3.93,263.13
2025-10-15,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,033",,1033,,,,0,2025-10-15 23:08,3.8,271.84
2025-10-16,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,029",,1029,,,,0,2025-10-16 22:56,3.63,283.21
2025-10-17,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,029",,1029,,,,0,2025-10-17 22:44,3.8,270.79
2025-10-18,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,022",,1022,,,,0,2025-10-18 23:01,3.83,266.61
2025-10-19,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,021",,1021,,,,0,2025-10-19 23:31:56,4.1,249.02
2025-10-20,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,021",,1021,,,,0,2025-10-20 23:31:38,4.13,247.01
2025-10-21,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,019",,1019,,,,0,2025-10-21 22:58:51,4.13,246.53
2025-10-22,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,019",,1019,,,,0,2025-10-22 23:53:03,2.13,477.66
2025-10-23,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,018",,1018,,,,0,2025-10-23 22:52:17,4.27,238.6
2025-10-24,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,018",,1018,,,,0,2025-10-24 22:39:14,4.33,234.92
2025-10-25,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,010",,1010,,,,0,2025-10-25 22:57:47,4.4,229.55
2025-10-26,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,010",,1010,,,,0,2025-10-26 23:10:24,4.53,222.79
2025-10-27,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,008",,1008,,,,0,2025-10-27 23:21:35,4.53,222.35
2025-10-28,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,008",,1008,,,,0,2025-10-28 23:28:00,4.33,232.61
2025-10-29,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,006",,1006,,,,0,2025-10-29 23:21:44,4.27,235.78
2025-10-30,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,006",,1006,,,,0,2025-10-30 23:25:48,4.27,235.78
2025-10-31,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,006",,1006,,,,0,2025-10-31 23:59:54,4.2,239.52
2025-11-01,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,005",,1005,,,,0,2025-11-01 23:56:20,4,251.25
2025-11-03,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,004",,1004,,,,0,2025-11-03 0:52:05,3.67,273.82
2025-11-03,SBSSG,BA00035,콜라겐 겔 토너 패드[60매|140ml/포어타이트업],"1,004",,1004,,,,0,2025-11-03 23:50:06,3.73,268.93
2025-09-23,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,079",,4079,,,,0,2025-09-23 17:27:58,2,2039.5
2025-09-26,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,079",,4079,,,,0,2025-09-26 22:39:33,2,2039.5
2025-09-27,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,079",,4079,,,,0,2025-09-27 22:32:53,2,2039.5
2025-09-28,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,079",,4079,,,,0,2025-09-28 22:31:35,2,2039.5
2025-09-29,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,079",,4079,,,,0,2025-09-29 22:53:07,2,2039.5
2025-09-30,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,079",,4079,,,,0,2025-09-30 23:02:36,2,2039.5
2025-10-01,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,076",,4076,,,,0,2025-10-01 22:32:37,2,2038
2025-10-02,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,075",,4075,,,,0,2025-10-02 23:38:17,2.13,1910.19
2025-10-03,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,075",,4075,,,,0,2025-10-03 22:31:21,2.17,1880.77
2025-10-04,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,074",,4074,,,,0,2025-10-04 23:40:29,2,2037
2025-10-05,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,074",,4074,,,,0,2025-10-05 23:10:23,1.73,2350.34
2025-10-06,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,072",,4072,,,,0,2025-10-06 23:37:41,1.73,2349.19
2025-10-07,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,072",,4072,,,,0,2025-10-07 23:37:33,1.8,2262.22
2025-10-08,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,071",,4071,,,,0,2025-10-08 22:47:11,1.5,2713.94
2025-10-09,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,071",,4071,,,,0,2025-10-09 22:46:50,1.27,3214.03
2025-10-10,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,062",,4062,,,,0,2025-10-10 23:35:26,1.1,3692.73
2025-10-11,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,054",,4054,,,,0,2025-10-11 22:43:43,1.47,2764.15
2025-10-12,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,047",,4047,,,,0,2025-10-12 23:36:44,2.03,1990.3
2025-10-13,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,040",,4040,,,,0,2025-10-13 22:58:00,2.43,1660.25
2025-10-14,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,038",,4038,,,,0,2025-10-14 22:58:20,2.9,1392.41
2025-10-15,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,038",,4038,,,,0,2025-10-15 23:08:23,3,1346
2025-10-16,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,037",,4037,,,,0,2025-10-16 22:56:33,2.93,1376.23
2025-10-17,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,037",,4037,,,,0,2025-10-17 22:44:23,3,1345.67
2025-10-18,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,037",,4037,,,,0,2025-10-18 23:01:48,2.93,1376.23
2025-10-19,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,036",,4036,,,,0,2025-10-19 23:31:56,2.93,1375.89
2025-10-20,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,036",,4036,,,,0,2025-10-20 23:31:38,2.97,1360.45
2025-10-21,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,035",,4035,,,,0,2025-10-21 22:58:51,3,1345
2025-10-22,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,035",,4035,,,,0,2025-10-22 23:53:03,1.53,2631.52
2025-10-23,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,035",,4035,,,,0,2025-10-23 22:52:17,3,1345
2025-10-24,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,034",,4034,,,,0,2025-10-24 22:39:14,3,1344.67
2025-10-25,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,031",,4031,,,,0,2025-10-25 22:57:47,3.07,1314.47
2025-10-26,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,029",,4029,,,,0,2025-10-26 23:10:24,3.17,1272.33
2025-10-27,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,029",,4029,,,,0,2025-10-27 23:21:35,3.4,1185
2025-10-28,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,029",,4029,,,,0,2025-10-28 23:28:00,3.4,1185
2025-10-29,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,029",,4029,,,,0,2025-10-29 23:21:44,3.4,1185
2025-10-30,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,026",,4026,,,,0,2025-10-30 23:25:48,3.43,1172.63
2025-10-31,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],"4,026",,4026,,,,0,2025-10-31 23:59:54,3.6,1118.33
2025-11-01,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],4025,,4025,,,,0,2025-11-01 23:56:20,3.47,1161.05
2025-11-03,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],4025,,4025,,,,0,2025-11-03 0:52:05,3.3,1219.68
2025-11-03,SBSSG,BA00037,콜라겐 하이드로겔 마스크[1EA|30g/타이트업],4025,,4025,,,,0,2025-11-03 23:50:06,3.33,1207.49
2025-09-23,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1471,,1471,,,,0,2025-09-23 22:55:30,12.87,114.33
2025-09-24,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1470,,1470,,,,0,2025-09-24 23:23:40,12.93,113.66
2025-09-25,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1462,,1462,,,,0,2025-09-25 23:20:39,12.6,116.03
2025-09-26,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1455,,1455,,,,0,2025-09-26 22:39:33,12.5,116.4
2025-09-27,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1447,,1447,,,,0,2025-09-27 22:32:53,12.97,111.59
2025-09-28,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1439,,1439,,,,0,2025-09-28 22:31:35,12.97,110.98
2025-09-29,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1435,,1435,,,,0,2025-09-29 22:53:07,13.17,108.99
2025-09-30,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1429,,1429,,,,0,2025-09-30 23:02:36,13.5,105.85
2025-10-01,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1421,,1421,,,,0,2025-10-01 22:32:37,13.63,104.23
2025-10-02,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1414,,1414,,,,0,2025-10-02 23:38:17,13.83,102.22
2025-10-03,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1413,,1413,,,,0,2025-10-03 22:31:21,14.03,100.69
2025-10-04,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1410,,1410,,,,0,2025-10-04 23:40:29,13,108.46
2025-10-05,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1408,,1408,,,,0,2025-10-05 23:10:23,12.33,114.16
2025-10-06,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1407,,1407,,,,0,2025-10-06 23:37:41,11.97,117.58
2025-10-07,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1406,,1406,,,,0,2025-10-07 23:37:33,11.3,124.42
2025-10-08,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1406,,1406,,,,0,2025-10-08 22:47:11,10.43,134.76
2025-10-09,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1405,,1405,,,,0,2025-10-09 22:46:50,9.23,152.17
2025-10-10,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1394,,1394,,,,0,2025-10-10 23:35:26,6.4,217.81
2025-10-11,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1386,,1386,,,,0,2025-10-11 22:43:43,6.47,214.33
2025-10-12,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1375,,1375,,,,0,2025-10-12 23:36:44,6.4,214.84
2025-10-13,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1371,,1371,,,,0,2025-10-13 22:58:00,7.03,194.93
2025-10-14,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1370,,1370,,,,0,2025-10-14 22:58:20,6.8,201.47
2025-10-15,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1368,,1368,,,,0,2025-10-15 23:08:23,6.77,202.17
2025-10-16,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1363,,1363,,,,0,2025-10-16 22:56:33,6.67,204.45
2025-10-17,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1359,,1359,,,,0,2025-10-17 22:44:23,7,194.14
2025-10-18,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1355,,1355,,,,0,2025-10-18 23:01:48,7.07,191.74
2025-10-19,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1350,,1350,,,,0,2025-10-19 23:31:56,7,192.86
2025-10-20,SBSSG,BA00030,콜라겐 하이드로겔 마스크[4EA|30g/타이트업],1348,,1348,,,,0,2025-10-20 23:31:38,7.3,184.66
